"Gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"BACH1",9.36261371740008e-36,1.75195594345974,0.444,0.16,2.12615594908438e-31
"PLOD3",1.07958660923862e-20,1.74465509413254,0.263,0.09,2.45163323091998e-16
"COLGALT1",2.52030804019973e-32,1.73924952288609,0.385,0.128,5.72336752848957e-28
"RELT",5.68906570415517e-26,1.73614394279754,0.299,0.096,1.2919299307566e-21
"PLEKHO2",7.3342023802835e-33,1.7312392319585,0.418,0.153,1.66552401853858e-28
"KIAA0513",5.85300979110696e-25,1.73117379515129,0.293,0.094,1.32915999346248e-20
"GPR137B",1.39071826982064e-22,1.72038808392408,0.27,0.087,3.1581821189357e-18
"DAB2",6.51764614661305e-31,1.71158912356411,0.414,0.158,1.48009226343436e-26
"SOD2",1.27686366155153e-52,1.70166879266265,0.671,0.315,2.89962968901737e-48
"SGK1",2.85333581563151e-32,1.70071242886123,0.342,0.101,6.47964030371759e-28
"AMPD2",8.46646758732432e-22,1.69773825419808,0.326,0.129,1.92265012440548e-17
"THEMIS2",5.94643336174674e-54,1.68750081902528,0.625,0.248,1.35037555211907e-49
"EHD4",1.86273327278168e-20,1.68560108382803,0.257,0.086,4.23008098915992e-16
"UNC119",3.35103242166433e-18,1.67899527419533,0.283,0.113,7.60985952635753e-14
"HLA-DRB5",1.34639601070628e-51,1.67762987711401,0.615,0.233,3.05753070071288e-47
"TRIB1",4.05936379485948e-22,1.66679980356409,0.289,0.101,9.21840924174638e-18
"HSBP1",3.41826998604019e-40,1.65957578981267,0.546,0.229,7.76254931129866e-36
"PSAP",1.83083961705386e-163,1.6593053026996,0.997,0.696,4.1576536863676e-159
"CSF2RB",1.19790502806125e-25,1.64615185086664,0.299,0.094,2.7203225282243e-21
"LY86",1.47783361409047e-25,1.6452206520213,0.316,0.105,3.35601235423806e-21
"PYCARD",1.40777221919634e-49,1.64190848476532,0.615,0.261,3.19690993257297e-45
"RALB",7.14538930164424e-27,1.6392563515493,0.362,0.131,1.62264645651039e-22
"PIK3AP1",8.37338330568677e-55,1.6326015143356,0.655,0.264,1.90151161488841e-50
"POU2F2",1.00464359879512e-98,1.62934292806765,0.914,0.456,2.28144514850384e-94
"GIMAP8",1.73313936660114e-31,1.62850802935052,0.454,0.182,3.93578618761453e-27
"COTL1",5.27057360731621e-96,1.62768439473148,0.888,0.493,1.19689456048544e-91
"APLP2",7.45770225649354e-68,1.62637751753608,0.747,0.333,1.69356960542712e-63
"DSE",1.03641960946642e-23,1.62632422829791,0.296,0.098,2.35360529113728e-19
"IFNGR1",4.62249122761588e-46,1.61732925662188,0.579,0.217,1.04972153287929e-41
"AP1S2",2.87406671186849e-53,1.61047645174665,0.674,0.285,6.52671809598215e-49
"LYL1",3.02608887461283e-24,1.60948412620002,0.329,0.117,6.87194522535828e-20
"PRKCD",1.9526023179037e-54,1.60876681888596,0.658,0.265,4.43416460372752e-50
"SLC39A1",5.02114294223407e-21,1.59960676889401,0.306,0.114,1.14025135075193e-16
"LINC00936",2.59577690035983e-31,1.5985038555912,0.474,0.205,5.89474976302713e-27
"S100A11",2.19907239572233e-122,1.59395424606067,0.944,0.558,4.99387350344584e-118
"SDCBP",1.64610749661898e-66,1.59352179885785,0.757,0.341,3.73814551407204e-62
"CUX1",9.38631411975905e-49,1.58986529492629,0.635,0.271,2.13153807345608e-44
"SNX9",9.66134547796727e-34,1.58281522900724,0.438,0.155,2.19399494459159e-29
"CAMKK2",5.73422980811211e-22,1.58276080652651,0.332,0.129,1.30218624712418e-17
"PLIN3",6.19252868581256e-31,1.58216738588279,0.451,0.182,1.40626133926118e-26
"ZEB2",1.17223701238592e-93,1.56548885211037,0.908,0.432,2.66203303142718e-89
"PNPLA6",2.57027271351047e-18,1.56461580735023,0.316,0.133,5.83683230511092e-14
"NUDT16",9.4713333186373e-24,1.56451815516096,0.355,0.139,2.15084508332934e-19
"ATG7",7.51834057497977e-22,1.55555153360798,0.322,0.122,1.70733996117216e-17
"CD180",1.96901376821855e-34,1.5547609400734,0.421,0.139,4.47143336624751e-30
"SAT1",3.47943701657586e-124,1.55430489901502,0.961,0.601,7.90145352094212e-120
"OSBPL11",5.4620618463462e-27,1.5375208402834,0.414,0.165,1.24037962468676e-22
"MPDU1",1.57590022766824e-25,1.53699017989875,0.391,0.156,3.5787118270118e-21
"MT-TM",8.71379844629359e-21,1.53510705824509,0.329,0.129,1.97881648916881e-16
"TPD52L2",3.09367596880527e-23,1.53320432604613,0.349,0.133,7.02542875755989e-19
"DST",2.38350761672449e-19,1.53032481604059,0.293,0.112,5.41270744681964e-15
"DPYSL2",7.18521066049125e-33,1.51533381541157,0.497,0.206,1.63168948889096e-28
"ACTN1",5.22499654163028e-14,1.51355818121783,0.253,0.109,1.18654446463882e-09
"OTUD1",7.15613762640092e-22,1.51319881613087,0.349,0.141,1.62508729357939e-17
"RTN3",4.11208479034361e-21,1.51212684014324,0.362,0.155,9.33813335039131e-17
"ALOX5",9.72839962183853e-25,1.50958560341339,0.336,0.118,2.20922227012331e-20
"IL13RA1",4.17501967671704e-26,1.50785443789186,0.303,0.092,9.48105218385673e-22
"FRMD4B",1.43738233619432e-14,1.50584875788105,0.26,0.111,3.26415154726368e-10
"PLXNC1",8.78209959414899e-26,1.5019506084611,0.405,0.165,1.99432699683529e-21
"LGALS1",1.44845335232594e-55,1.50107330321187,0.711,0.337,3.28929271779697e-51
"RHOC",5.57940005065073e-40,1.49626413165162,0.615,0.313,1.26702595750227e-35
"SH2B3",1.63349369729347e-34,1.49606686794785,0.52,0.225,3.70950083718375e-30
"TMEM106A",3.49585038936932e-16,1.49184286279228,0.289,0.125,7.93872664921879e-12
"TSPO",3.52080870296838e-31,1.48565969159506,0.539,0.261,7.99540448357089e-27
"KIF1B",7.98140590414024e-17,1.48462539465738,0.26,0.099,1.81249746677121e-12
"MTHFD2",2.44834408736989e-19,1.48177685776229,0.342,0.147,5.55994458800828e-15
"HAVCR2",4.08890952810248e-19,1.480299341449,0.332,0.139,9.28550464736792e-15
"CORO1B",7.78644958508945e-26,1.47318145468836,0.418,0.171,1.76822483627796e-21
"IRF5",6.00998642000562e-20,1.46701146012561,0.345,0.146,1.36480781611908e-15
"C10orf54",3.15682720769154e-50,1.46518941759448,0.704,0.358,7.16883890594672e-46
"YPEL2",1.47457263104189e-23,1.46318554232521,0.401,0.169,3.34860698783304e-19
"MAP3K11",1.29276579712409e-21,1.46255763425297,0.368,0.154,2.93574184868909e-17
"CCL3",1.44728052238462e-18,1.45919749097642,0.359,0.164,3.28662933828324e-14
"FUCA2",2.57590146781389e-14,1.4558579624805,0.263,0.113,5.84961464325857e-10
"ATP6V1B2",6.86423317755064e-50,1.4529077858745,0.697,0.315,1.55879871228998e-45
"LGALS9",2.7334873225296e-79,1.45101487020502,0.859,0.437,6.20747636073247e-75
"PLEKHO1",3.90273368427808e-57,1.45062447819232,0.76,0.346,8.86271792362709e-53
"GPX1",1.98489803602027e-31,1.45013466093385,0.516,0.242,4.50750494999844e-27
"ANXA5",1.72177473327315e-79,1.44688845175345,0.849,0.456,3.90997824179001e-75
"SKAP2",9.40332324327623e-54,1.44640249412258,0.727,0.345,2.1354006753156e-49
"CSTB",1.45092294390145e-59,1.44258164455376,0.789,0.439,3.29490091330581e-55
"MAFG",1.03771172158174e-16,1.43736850101332,0.296,0.123,2.35653954853996e-12
"LTA4H",9.88430076341472e-32,1.43549014271229,0.569,0.295,2.24462586036385e-27
"NPTN",5.23747680075302e-31,1.43353158962041,0.513,0.222,1.189378606683e-26
"OGFRL1",4.79003178730962e-34,1.42785400729212,0.484,0.178,1.08776831858014e-29
"NANS",1.96420406925468e-15,1.42686558318969,0.276,0.116,4.46051102087046e-11
"TNFRSF1B",2.79074818687349e-85,1.41337718966742,0.911,0.524,6.337510057571e-81
"CD4",7.01144760804612e-65,1.41324330747252,0.826,0.345,1.59222963731119e-60
"ATP6V0B",7.13469646271481e-35,1.41269619236611,0.566,0.268,1.62021821971791e-30
"PLD3",2.72843717430599e-16,1.40677665097784,0.375,0.203,6.19600797913146e-12
"DUSP3",9.88284525570329e-18,1.40493770898015,0.263,0.096,2.24429532911766e-13
"MAPKAPK3",2.78619194771729e-22,1.40346658024036,0.424,0.2,6.32716329407118e-18
"EPB41L2",3.82650835907934e-16,1.37737794297343,0.253,0.096,8.68961783263328e-12
"RNF13",2.64532666538107e-27,1.3753001955618,0.484,0.216,6.00727232441388e-23
"RHOG",4.46166291951848e-68,1.3705647300401,0.832,0.441,1.01319903239345e-63
"TNRC18",3.961130887274e-13,1.3663185187409,0.28,0.129,8.99533213191053e-09
"ABI3",5.18833744181055e-31,1.35683376557433,0.562,0.274,1.17821954966076e-26
"SLCO3A1",3.97320876784023e-20,1.35676740599674,0.382,0.17,9.02275979088839e-16
"RNH1",2.35661122720501e-34,1.35487764172828,0.579,0.273,5.35162843585986e-30
"SRGAP2",5.97225975393458e-13,1.35310291328469,0.253,0.111,1.356240467521e-08
"MT2A",6.68513014672023e-35,1.35056085853941,0.645,0.357,1.5181262050187e-30
"STX12",1.15258798408985e-20,1.3504834164623,0.421,0.203,2.61741205306963e-16
"SNX18",6.23962441583377e-22,1.33741245835599,0.434,0.207,1.41695630859169e-17
"SLC35F6",6.39854957694077e-15,1.33529941666369,0.276,0.116,1.45304662342748e-10
"FTL",1.2745621460353e-130,1.32980467770991,0.99,0.762,2.89440317743157e-126
"NAAA",6.31414564666046e-28,1.32933525037964,0.543,0.268,1.43387933490012e-23
"ARID3A",3.27706928729982e-17,1.32789568296021,0.375,0.182,7.44189664452916e-13
"GCA",1.55260087209202e-19,1.32252485612309,0.336,0.135,3.52580132043377e-15
"ARRB2",1.06278268998139e-54,1.32217594136067,0.776,0.406,2.41347321067873e-50
"EPN1",1.23321764289399e-14,1.32124435934321,0.309,0.142,2.80051394524796e-10
"FGR",7.88659576047655e-41,1.32103085670798,0.681,0.361,1.79096703124662e-36
"IFIT3",2.91744598840731e-37,1.31962307785332,0.592,0.261,6.62522809507416e-33
"INSIG1",4.10130420064737e-16,1.31871974793145,0.382,0.2,9.31365170925011e-12
"TMEM127",6.52789110473392e-20,1.31581565412002,0.414,0.197,1.48241879097403e-15
"FAM46A",1.46892895389186e-26,1.31387192201836,0.484,0.215,3.33579076139301e-22
"PGD",2.6205710974396e-10,1.30952424298082,0.25,0.125,5.95105490517559e-06
"PEA15",1.99600181025722e-23,1.3092243957857,0.477,0.229,4.53272051091313e-19
"TCIRG1",9.24658559120299e-20,1.29512204879728,0.421,0.208,2.09980712190629e-15
"GOLIM4",4.26857991103469e-13,1.2946084439324,0.299,0.145,9.69351811996868e-09
"MEF2C",2.12876078495522e-31,1.29226288830093,0.533,0.224,4.8342028665548e-27
"CTSD",1.13125149673255e-49,1.28452812395052,0.783,0.491,2.56895902392994e-45
"PPT1",2.48917501963738e-43,1.28252433548716,0.697,0.372,5.65266755209453e-39
"DIAPH2",3.15284891384484e-20,1.28145025323447,0.428,0.205,7.15980459845024e-16
"CTBP2",2.23551334882539e-19,1.2805618365152,0.378,0.17,5.07662726384758e-15
"STK40",2.87491083255261e-15,1.27648182678339,0.352,0.174,6.52863500964372e-11
"CXorf21",5.89406272111033e-15,1.27366087800123,0.312,0.144,1.33848270333694e-10
"RCOR1",2.42048560002681e-13,1.26884582165573,0.299,0.142,5.49668074910088e-09
"UBAC1",8.8689972414211e-13,1.26814970221553,0.276,0.127,2.01406058355432e-08
"AP2S1",2.47133585600392e-20,1.26647395443977,0.484,0.267,5.61215659539931e-16
"DOK2",5.44895515374353e-25,1.26401889418041,0.516,0.259,1.23740322586362e-20
"PDLIM5",9.50824417030759e-21,1.26049162709518,0.441,0.217,2.15922716863515e-16
"SNX10",1.1481094459063e-24,1.25747799968006,0.507,0.243,2.60724174070862e-20
"FBP1",2.49476272915867e-17,1.25560916871838,0.276,0.105,5.66535668164642e-13
"MFSD12",2.09827955161488e-14,1.25557157045982,0.296,0.132,4.76498303376223e-10
"PELI1",2.74341711421931e-15,1.25451436286473,0.319,0.145,6.23002592468062e-11
"FKBP1A",1.8728604404842e-53,1.25309841987558,0.806,0.481,4.25307877429558e-49
"ABHD12",3.78899282275908e-12,1.24951431504714,0.26,0.118,8.60442380120359e-08
"CECR1",2.25861309457986e-55,1.23895377163644,0.799,0.465,5.12908447648141e-51
"SH3BP2",2.0694421511203e-22,1.23811185157762,0.516,0.279,4.69949618097908e-18
"ATP1B1",4.22950536241557e-22,1.23750955570057,0.414,0.18,9.60478372750952e-18
"HLA-DRA",1.68924423252749e-70,1.22460222610611,0.964,0.522,3.83610472764667e-66
"ZYX",1.16841319223611e-63,1.22011126762541,0.855,0.506,2.65334951824898e-59
"RHOQ",2.02436279051667e-17,1.2147482993997,0.378,0.176,4.59712546098431e-13
"DDAH2",1.37170224509552e-15,1.20777005714573,0.378,0.188,3.11499862838742e-11
"FKBP15",4.23483575314073e-23,1.20665533455576,0.51,0.264,9.61688851180729e-19
"CTSH",3.88792827298347e-22,1.20573502047178,0.441,0.197,8.82909631511817e-18
"CLCN7",1.34065416860845e-12,1.20205808654851,0.26,0.114,3.04449155149292e-08
"MYD88",1.51424472159191e-20,1.20038893669127,0.49,0.273,3.43869833826307e-16
"AP2A1",1.52262943600249e-10,1.19976414172491,0.276,0.142,3.45773918621806e-06
"HLA-DRB1",5.81083576934743e-61,1.19756677994006,0.901,0.516,1.31958269486111e-56
"PRCP",3.53654297132012e-14,1.19733453029365,0.365,0.188,8.03113543357087e-10
"TNFRSF1A",3.0892516609058e-18,1.1957088970251,0.408,0.196,7.01538159675098e-14
"ACOT9",2.28291760336079e-12,1.1956455979226,0.273,0.125,5.18427758547201e-08
"SYNGR2",1.40771949330168e-31,1.19422755836372,0.635,0.331,3.19679019733879e-27
"GBAS",1.20951405831054e-14,1.18443144178244,0.372,0.193,2.7466854750174e-10
"GNAQ",2.45068041750807e-18,1.18285265682711,0.388,0.175,5.56525016011907e-14
"COMT",1.18780029216291e-15,1.16715970064358,0.424,0.236,2.69737568347276e-11
"PAPSS1",8.51594521140819e-11,1.16388579199064,0.263,0.127,1.93388599805869e-06
"YWHAH",9.51305485157609e-18,1.16171019876964,0.457,0.249,2.16031962624441e-13
"DPYD",2.13130226260369e-15,1.16125932062797,0.336,0.153,4.83997430814672e-11
"LPAR6",1.82489205663952e-18,1.15924997150392,0.457,0.242,4.14414737142269e-14
"NUMB",2.28863978126471e-21,1.15907407553274,0.51,0.272,5.19727207927403e-17
"FAM65A",6.54110457418466e-13,1.15831948479868,0.316,0.156,1.4854194377516e-08
"CMTM6",2.89510598237683e-47,1.15720448450921,0.793,0.513,6.57449617537954e-43
"ZFAND5",3.01621348346663e-34,1.15687900872101,0.688,0.433,6.84951919960436e-30
"CEP170",3.66784086414328e-11,1.15670096119061,0.253,0.116,8.32929981838297e-07
"PLIN2",5.28191461189916e-17,1.1526860832044,0.424,0.221,1.19946998921618e-12
"MGAT1",3.43218408662289e-33,1.15180688310188,0.691,0.408,7.79414684231192e-29
"DNASE1L1",1.19235169228197e-09,1.1494385816646,0.25,0.126,2.70771145800312e-05
"RIN3",4.50471353621495e-17,1.14683755009843,0.388,0.185,1.02297539693905e-12
"CASP1",4.00888731328166e-21,1.14611631089983,0.53,0.292,9.10378219973132e-17
"MEGF9",2.97535244794248e-10,1.14567102867137,0.28,0.144,6.75672787403259e-06
"RNPEP",1.81102662399712e-10,1.14525276042325,0.257,0.124,4.11266036043506e-06
"GNPDA1",2.04831299599017e-12,1.13980731177529,0.286,0.133,4.65151398259408e-08
"DNASE2",4.84234965350104e-10,1.13858694236785,0.299,0.164,1.09964918281355e-05
"FTH1",2.63086058016643e-134,1.13456224906041,0.997,0.863,5.97442129149995e-130
"CEPT1",2.59269989555756e-13,1.13168051480407,0.332,0.163,5.88776219282167e-09
"RAB10",3.65955294553703e-27,1.1309838392999,0.609,0.35,8.31047878402005e-23
"ATP6AP1",1.86930035932111e-23,1.12869763859037,0.569,0.323,4.24499418598231e-19
"RP11-115H15.2",4.79421730274364e-11,1.12801582669971,0.266,0.127,1.08871880728005e-06
"CTSA",5.80526719724142e-20,1.12446397679993,0.507,0.28,1.31831812782155e-15
"YBX1",1.77509982223452e-30,1.12381884580086,0.648,0.406,4.03107418631236e-26
"UBASH3B",8.86516797108396e-10,1.12185947225,0.283,0.15,2.01319099455346e-05
"ICAM2",2.65614835829732e-16,1.12076275988841,0.434,0.233,6.03184730685739e-12
"SGPL1",7.06758779414376e-10,1.11727622741093,0.263,0.133,1.60497851217211e-05
"ZMIZ1",8.96592774589947e-14,1.11638815810481,0.378,0.203,2.03607253181631e-09
"KLF3",2.83809858757243e-22,1.11124356204407,0.539,0.284,6.44503808251823e-18
"GNB2",6.36196602094711e-24,1.10662175881203,0.595,0.348,1.44473886369688e-19
"ATP1B3",3.64374256268296e-31,1.1038361707763,0.678,0.416,8.27457498559672e-27
"KDM6B",1.45944664659087e-13,1.10303196344241,0.359,0.183,3.3142573897432e-09
"PLCB2",2.53067316978874e-23,1.10165204883972,0.579,0.326,5.74690570127325e-19
"SCRN1",8.27177635676058e-12,1.10091285652233,0.306,0.152,1.87843769285676e-07
"DUSP5",4.15405711738391e-11,1.10000221572436,0.309,0.163,9.43344830786712e-07
"SSFA2",9.77593079604296e-11,1.09940275992872,0.293,0.149,2.2200161244734e-06
"IFI6",1.49724729831825e-48,1.09134963598742,0.839,0.507,3.40009888975091e-44
"H2AFY",1.16356424178704e-49,1.09116536141241,0.822,0.521,2.64233803667418e-45
"ALCAM",3.05605971681941e-09,1.09061277863798,0.293,0.163,6.94000601092519e-05
"MAP3K3",1.22547008063299e-18,1.09018220036877,0.51,0.296,2.78292000610946e-14
"WSB1",2.87518343265603e-62,1.09002737463601,0.868,0.612,6.52925405721858e-58
"ATP11A",4.96147381878364e-10,1.08801827084085,0.263,0.131,1.12670108950758e-05
"ASAP1",6.66884993102513e-23,1.08597336097295,0.53,0.268,1.5144291308365e-18
"LIMS1",1.18678198177662e-29,1.08249002405294,0.671,0.38,2.69506320241654e-25
"CTNNA1",3.019698187487e-13,1.07964879475564,0.365,0.193,6.85743261396422e-09
"NKIRAS2",7.95555120715229e-10,1.07609255870088,0.28,0.146,1.80662612363221e-05
"HSPB1",1.11780617656013e-19,1.07466524368909,0.53,0.298,2.53842604635039e-15
"SAMHD1",2.05542930001778e-69,1.07018205944722,0.924,0.619,4.66767439741039e-65
"ZBTB7B",4.52402228571795e-10,1.06794482623828,0.299,0.161,1.02736022086369e-05
"MANBA",1.56288558778122e-12,1.0663056906134,0.339,0.175,3.54915688129238e-08
"RGS19",6.42935543536892e-22,1.0599705267174,0.572,0.332,1.46004232581793e-17
"PTPRE",2.0449466869091e-25,1.05786860635,0.625,0.368,4.64386943130187e-21
"PLEKHM2",1.81936384800587e-12,1.05671880705408,0.349,0.18,4.13159336243654e-08
"CNPY3",3.8964659232514e-22,1.05532677893593,0.566,0.315,8.8484844651116e-18
"ATP6V0D1",4.34664923489123e-18,1.0510273095487,0.516,0.303,9.87080574751449e-14
"SPG21",6.66499153444918e-11,1.04953176120775,0.362,0.213,1.51355292755806e-06
"SYK",1.40880050041434e-20,1.04360357462537,0.513,0.261,3.19924505639093e-16
"RB1",1.71379246365663e-14,1.04101134256914,0.428,0.237,3.89185130571783e-10
"AP1B1",3.83887179032782e-13,1.03755772266741,0.414,0.235,8.71769394865544e-09
"MTF1",6.49165089399445e-11,1.03673733282554,0.345,0.189,1.4741890015172e-06
"RNASET2",3.04450633069403e-52,1.03655927503739,0.862,0.563,6.91376942637308e-48
"IER5",7.72033521363393e-22,1.03155144929802,0.589,0.356,1.75321092366413e-17
"GSTO1",1.58442946356151e-17,1.0313807448109,0.503,0.287,3.59808086880184e-13
"CD63",4.06683792898964e-35,1.02955541487904,0.747,0.493,9.23538225294258e-31
"GCH1",7.53076684542973e-14,1.02529175128211,0.461,0.284,1.71016184292864e-09
"PDXK",5.50779619673791e-09,1.02282529100647,0.299,0.169,0.000125076543831721
"MAP2K3",3.97930739547704e-08,1.02261054700153,0.342,0.224,0.000903660916438881
"NEU1",2.10049614198697e-07,1.02103021123007,0.299,0.184,0.00477001668883821
"HLA-DQA1",1.22294320455367e-22,1.01787491741305,0.569,0.292,2.77718172322092e-18
"NOP10",4.59615970528474e-13,1.01717030645936,0.447,0.272,1.04374190747311e-08
"IL10RB",6.32983200690467e-15,1.0170703490426,0.487,0.299,1.43744155044798e-10
"SLC12A9",2.62500857065767e-07,1.01536802891891,0.25,0.14,0.0059611319631065
"ATXN3",6.57915957918738e-09,1.0137313579582,0.306,0.174,0.000149406134883766
"BLOC1S1",2.43401658768446e-15,1.01227835620115,0.484,0.279,5.52740826897264e-11
"ATG3",1.43521090531708e-13,1.01160912784211,0.461,0.286,3.25922044488455e-09
"RRBP1",1.0120387170421e-17,1.01027774577967,0.5,0.273,2.2982387225309e-13
"VMP1",2.59025334418815e-29,1.00808821638337,0.72,0.442,5.88220631931686e-25
"YWHAG",2.09102846204717e-16,1.00589595938065,0.51,0.292,4.74851653446293e-12
"ATG16L2",1.53384687138742e-14,1.00530659268069,0.454,0.26,3.48321286023369e-10
"PRDX1",1.69702891411598e-21,1.00282165571868,0.602,0.355,3.85378296106598e-17
"TNFAIP8L2",4.41326261745849e-11,1.00186182330463,0.339,0.181,1.00220780779865e-06
"HPCAL1",2.24130107055585e-18,1.0015549320044,0.543,0.317,5.08977060112527e-14
"RREB1",3.51199444773749e-11,1.0004883289826,0.359,0.195,7.97538819136708e-07
"ANXA2",7.55515464902754e-34,1.00028258013236,0.73,0.504,1.71570006924766e-29
"ADA",5.3419769132235e-08,0.999482520137649,0.276,0.16,0.00121310953722392
"CYTH4",1.75528182606483e-22,0.999253419969603,0.622,0.386,3.98606949881063e-18
"QKI",5.08882907571752e-26,0.998158757740946,0.655,0.397,1.15562219480469e-21
"CAPZA2",9.13189587081142e-14,0.995148700637595,0.444,0.261,2.07376223330257e-09
"TPP1",4.61698066394234e-38,0.994193699721471,0.78,0.512,1.04847013897467e-33
"CACUL1",6.39908986663656e-14,0.992223112088446,0.454,0.258,1.4531693178145e-09
"CYBA",1.80111210168104e-10,0.989587800765851,0.378,0.228,4.09014547170746e-06
"PABPC4",7.42898178514695e-15,0.985785292331335,0.493,0.296,1.68704747358902e-10
"HLA-DPA1",4.11402635670995e-58,0.984380971617553,0.954,0.647,9.34254245345262e-54
"MEF2A",7.66287155563946e-18,0.984078849983635,0.52,0.296,1.74016150157016e-13
"SAMSN1",4.75831953365177e-16,0.983838761382899,0.503,0.298,1.08056678289698e-11
"SIK1",1.39632175601351e-07,0.976017368460279,0.253,0.141,0.00317090707573108
"RILPL2",2.70668650656531e-13,0.973730320117715,0.444,0.255,6.14661438775917e-09
"TRIM8",7.2248482603347e-14,0.973707298617385,0.477,0.298,1.64069079143941e-09
"SWAP70",1.97729545139107e-19,0.971500535220207,0.454,0.204,4.49024024056398e-15
"SLC12A7",5.98287833932644e-12,0.971052352052333,0.349,0.18,1.35865184207764e-07
"PFKL",1.42989819747892e-07,0.970743381952087,0.306,0.187,0.00324715581665489
"ARHGAP17",4.47121901182025e-09,0.969284050462491,0.316,0.179,0.000101536912539426
"PTPN6",5.32891920091199e-21,0.965210501821218,0.605,0.396,1.2101442613351e-16
"CARD16",4.61482255060999e-08,0.964844055484847,0.336,0.211,0.00104798005301802
"OAS3",3.9903841392082e-31,0.963110754180089,0.707,0.434,9.06176334172789e-27
"NRIP1",6.18530312993961e-14,0.962751351956644,0.398,0.206,1.40462048777799e-09
"JAK2",2.03678341139954e-10,0.961377327700988,0.372,0.217,4.62533144894721e-06
"ZFYVE16",1.77478077689752e-09,0.957138072162911,0.319,0.179,4.03034966625657e-05
"FAM126A",1.42510008908589e-07,0.957016352397555,0.26,0.146,0.00323625979230515
"VAMP3",9.77905335831354e-10,0.956954134991451,0.349,0.202,2.22072522713942e-05
"MNT",2.9335237019668e-08,0.956145213003261,0.276,0.154,0.000666173897479641
"HLA-DMB",5.91372874492035e-14,0.954250737875916,0.424,0.23,1.34294866068396e-09
"FEZ2",2.89691094172865e-12,0.952883224316592,0.414,0.235,6.5785950575716e-08
"CLN8",3.01325280724122e-09,0.949783912403883,0.25,0.123,6.8427957999641e-05
"NCOR2",2.49095697564775e-17,0.949449972154287,0.553,0.337,5.65671419599848e-13
"PTTG1IP",7.35938059272955e-18,0.941061394972309,0.556,0.344,1.67124173880295e-13
"NBPF10",3.17387958842142e-14,0.940347225786164,0.49,0.297,7.20756315734621e-10
"M6PR",4.61230382853806e-07,0.939866311393855,0.293,0.179,0.0104740807642271
"MX2",3.02461090987969e-28,0.938915485930511,0.717,0.442,6.86858891524578e-24
"EIF2AK4",8.90439914916485e-07,0.938686351321788,0.283,0.175,0.0202210000278385
"HM13",5.07896312057885e-12,0.936983328333089,0.401,0.227,1.15338173505225e-07
"NCSTN",1.75232554317297e-09,0.936417364389512,0.345,0.204,3.9793560759915e-05
"TET2",1.46531890996718e-15,0.936216358736085,0.503,0.297,3.32759271264446e-11
"PPP4C",3.27129186964602e-08,0.935891125898275,0.312,0.185,0.000742877670677915
